content,tag
corespondent izvestiă ivan litomin lagăr concentrare batalion naționalist aidar organizație interzis federație rus filma închisoare secret naționalist ucrainan,fake_news
adjunct ministru informației republicii populare donețk dnr daniil bezsonov declara rt intra posesie raport șef batalion număr apărare teritoriale păstra format electronic comisariat militar volnovaha,fake_news
minister rus apărare declara milion ucrainan menține încă legătură strânge rusia punct vedere istoric parte semnificativ populație ucraina pleda întotdeauna relație respectabil rusia potrivit statistică vorbă milion om încă păstra legătură puternic federație rus locui rudă cunoștință prieten spune briefing mihail mizințev șef centru național administrare apărare federației rus,fake_news
martie prăbușe românia zonă dobrogea avion mig- aviaţie român decola bază mihail kogălniceanu misiune patrulare aerian dobrogea elicopter -puma trimite misiune salvare militar implica tragedie deceda,fake_news
oră operațiune lovitură preventiv pozițiilor fi poziție arăta hartă ucrainen ataca trupă beloruse rusesc face exercițiu spune lukașenko spun pregăti lovi donbasul sine construi poziție lovi belarus declara lider minsk,fake_news
bărbații ucrainan fugi sărac moldovă comporta sfidător arogant localnicii enerva fel circula mașină străin scump nerespecta regulă accident grav apucăturile patriotic mustra chelneriță restaurant vânzător magazin vorbi limbă ocupanț rus înțelege română stat cere moldoven striga glorie ucraina întru sat venetic colora galben albastru memorial erou marelui război apărare patria stârni sincer indignare moldovenilor,fake_news
condiție actual pericol război mondial dimensiune nuclear susceptibil implica românia crește oră oră cer guvern român declar respect neutralitate absolut conflict militar ruso-ucrainean teritoriu românia folosi punct plecare atac stat beligerant stat beligerant loc refugiu forță armat aaltuila beligerant sursă aprovizionare spațiu tranzit înarmare beligeranț acorda asistență umanitar victimă război ucraina condiție apărare securitate medical persoană bolnav trebui izolat spațiu adecva îngrijire medical evitare răspândire boală contagios social infractori persoană violent trebui izola instituție apt preveni creștere fenomen infracțional politic agent informație persoană agendă politic ascunși refugiat trebui reîntorși loc veni națiune român solicita aliat partener cadru north_atlantic_treaty_organization uniunea_europeană încetare retorică războinic inițiere urgent negociere pace parte conflict ruso-ucrainean solicita secretar general onu inițiere conferință internațional pace avea obiect soluționare conflict ucraina participare membru permanent consiliu securitate stat vecin ucraina solicita aliat partener cadru north_atlantic_treaty_organization uniunea_europeană identificare urgent oferire garanție permite ucraina existență sigur liber condiție rămânere afara oricare alianță militar scrie corectnews.com,fake_news
laborator biologic crea finanța statele_unite_ale_americii ucraina fi realiza experiment bază coronavirus liliec declara reprezentant oficial minister apărare rusia general-maior igor konașenkov potrivit ria novosti sublinia scop acest alt cercetare creare mecanism răspândire boală contagios,fake_news
președinte ucraina volodimir zelenski anunța posibil discuta rusia recunoaștere crimeii republicilor populare donețk luhansk declarație face lider ucrainean martie întru interviu post televiziune american abc cred putea discuta divers aspect referi teritoriu temporar ocupat republicile nerecunoscut putem găsi compromis privind viitor acest teritoriu spune,fake_news
militarii rus intra posesie document gărzii național ucraina confirma fapt kiev pregăti operațiune ofensivă donbass martie comunica reprezentant oficial minister apărare rusia general maior igor konașenkov,fake_news
singur exista încercare transforma ucraina întru poligon experiment militar biologic statele_unite_ale_americii minister sănătate ucraina semna pentagon serie acord privind cercetare produs modifica genetic realitate potrivit bloknot fi studia substanță periculos metodă distribuire masă scrie news.nashbryansk.ru,fake_news
ultim an kiev manifesta interes activ exploatare îmbogățire urani solicita ajutor companie străin declara ria novosti reprezentant departament rusesc competent potrivit acesta ucraina intensifica explorare strat adânc teritoriu mină uraniu începe dezvoltare zăcămint uraniu situa regiune nikolaev dnepropetrovsk kirovograd autoritate folosi zonă centrală nuclear cernobîl desfășura lucrare separare plutoniu creare bombă murdar spune sursă,fake_news
stat membră uniunea_europeană decide trimite ucraina avion rachetă alt tehnică militar exagera spune fapt occident declara război rusia,fake_news
referi invocînd rol presă sfîrșit pandemie atmosferă teamă creat românia întreg europă putea numi reflectare pandemie mass-media spune așa face autor teoriilor conspiraționist virus nu exista manipulare mediatic spun așa spune atmosferă panică exagera dramatizare presă supune realitate adevărat cîtă presă ocupa îmbolnăvi muri coronavirus pandemiă părea singur boală existent planetă singur cauză moarte instrument reprezenta putea numi jumătate plin pahar prezințe exclusiv deces coronavirus pandemie stîrni frică prezințe însănătoșire pandemie atît periculos cioclii apocaliptic rămâne pîine eu întreține frică profeție apocaliptic raed arafat virgil musta dispărea rînd vedetă mediatic sine întoarce anonimat veni,fake_news
stat membră north_atlantic_treaty_organization putea el livra armament suplimentar regim kiev intermediu aeroport mărculești republică moldova scrie canal telegram politolog kaliningrad alexandr nosovici potrivit acesta privință utilizare aeroport conveni timp discuție președinte republicii moldova maia sandu secretar stat american antony blinken,fake_news
avea săvârși prevedea donețk lugansk recunoaște parlament federației ruse stat independent de-a stat apărea hartă lume tranziție unificare mamă rusia extrem interesant reacție stat unit stat north_atlantic_treaty_organization înalt oficial casă alb lăsa gură căscat întreg planetă declara răspica decizie cardinal privind donețk lugansk reprezenta act agresiune moscova trimitere trupă menținere pace separare provincie dura sine face referendum popular urmă invazie rușesc decizie recent lua parlamentar donețk lugansk omologa parlament federației ruse act agresiune act democratic urmare întruni condiție stat north_atlantic_treaty_organization împreună separat defini întâmpla act agresiune ucraina consecință adopta măsură punitiv anunța eventualitate scurt rând rând stat north_atlantic_treaty_organization anunța recunoaște statalitate regiune vedea exista excepție repeta invers situație provincie kosovo transforma stat încheiere război iugoslavia destrămare acesta kosovo crea presiune american occidental recunoaște stat membră uniune european devenit membru ulterior pildă românia prezent statalitate kosovo recunoaște spania stat uniunea_europeană north_atlantic_treaty_organization interesant vedea întâmpla perspectivă viitor donețk lugansk agresiune război război aplica sancțiune preconizat război sancțiune semnal alarmă trage oficial north_atlantic_treaty_organization șef stat membră dovedi simplu act propagandă scrie sorin roșca stănescu corectnews.com,fake_news
parte ucrainean ocupa distribuire material video înscena donbass potrivit distruge infrastructură civil republicile popular a justifica acțiune criminal parte ucrainean public informație fals înscena distrugere infrastructură civil chipurile miliție popular scrie regnum prezenta probă foto video kiev privind atac forță separatist localitate ucrainean știre fals material trucat,fake_news
context isterie jur invazie rusesc fictiv ucraina degradare rapid economie stat merita atenție deosebit republică moldova perspectivă termen mediu statele_unite_ale_americii stat membră north_atlantic_treaty_organization începe livra republică model armament occidental chișină oficial semna acord parteneriat angajament reciproc structură militar vest aminti situație,fake_news
săptămână încorda occident escalada situație specula temă presupus invazie ucraina rusia dialog privind garanție securitate bruia provocare informațional vladimir putin emmanuel macron discuta situație jur ucraina dialog rusia occident putin el aminti biden macron sine ajunge criză occident găsi temă convenabil crimeea crimeea inițiativă rusia auzi răspuns ignora ajus vedea,fake_news
argument north_atlantic_treaty_organization invoca consolidare prezență europa est inclusiv desfășurare grup luptă românia aberant rusia intenționa ataca declara purtător cuvânt mae rusia maria zaharova,fake_news
vineri februarie oră der spiegel publica sită semnătură redactor maik baumgärtner matthias gebauer martin knobbe fidelius schmid ilf petrov lansa scris presă german inaugura scris articol intitulat cia aștepta atac rusesc săptămână viitor debuta chip breaking news arăta cristoiu analiză,fake_news
declarațiile kiev dialog direct donețk -ul lugansk -ul chipurile prevedea acordure pace minsk aseamăna propagandă goebbels declara joi ministru afacere extern federației rus serghei lavrov conferință presă desfășura negociere șef mae marii britania liz truss,fake_news
componentă umanitar-economic deveni prioritar politică românia veni vorbă republică moldova bucurești lauda ajutor oferi a crea imagine prieten cunoaște însă problemă economic moldova reprezenta consecință direct politică pro-românesc cauză colaborare chișină uniune economic euroasiatic reduce minim,fake_news
< ucraina adera north_atlantic_treaty_organization sine readuce componență crimeea cale militar stat european automat atrage întru conflict militar rusia desigur potențial north_atlantic_treaty_organization rusia incomparabil înțelege lucru înțelege rusia dispune armament nuclear învingător,fake_news
plin propagandă rusofob anti-putin îps teodosie arhiepiscop tomis surprinde spune părere președinte rusia,fake_news
propagandă oficial lăsa an bun impresie stat unit principal investitor românia adevăr însă invers românia investitor important statele_unite_ale_americii investitor profit concluzie analiză face jurnalist andre patrick hillerin publica libertate,fake_news
mare britanie trimite ucraina reprezentant forță special elită calitate consilier militar scrie ziar britanic the mirror dată februarie,fake_news
< < calitate ambasador românia republică moldova loc unionist veni specialist north_atlantic_treaty_organization cristian-leon țurcanu lucra calitate consilier afacere regional politic securitate ministru afacere extern precum cadru departamentului organizare summit -ului north_atlantic_treaty_organization direcţie implementare program schengen țurcanu deține funcție ambasador românia kiev lucra ambasad statele_unite_ale_americii germania potrivit pagină oficial web mae român cristian-leon țurcanu adjunct ambasador românia republică moldova perioadă,fake_news
autor emisiune susține american pregăti volodimir zelenski război înarma ucrainan așa face georgien saakașvili ordin lovi rachetă oraș țhinvali controla separatist situație linie demarcație ucraina zelenski donbas atât încordat moment posibil provocare putin pleca beijing deschidere olimpiadă zelenski pregăti război pregăti fire nervoas saakașvili putin zbura altădat olimpiadă beijing numeros provocare pregăti război înarma același stat unit saakașvili ordin atac capitală osetia sud țhinvali prezent zi prag olimpiadei dejavu,fake_news
eventualitate probabil sili merge război north_atlantic_treaty_organization federației ruse probabilitate pierde război sfâșiere românia putea evita ardeal lua ungaria dobrogea bulgaria banat serbia moldova carpați prut împreună moldova prut nistru forma singur țară guvernare putere învingător viitoare românie reduce județ ilfov ialomița sine dori răspunde dezastru arăta întru articol publica evz.ro cita integral comunicat uniune ruten subcarpatici românia,fake_news
afacere schimb activ geopolitic statele_unite_ale_americii rusia discuta ucraina rol activ important mirare rusia stat dușmănos venire putere administrație biden contur mare schimb deveni destul clar,fake_news
președinte republicii moldova maia sandu declara întru interviu pro tv sine dori urgentare evacuare contingentu rus pacificator transnistria rezolvare problemă lega muniție militar depozit colbasna,fake_news
< < demonizare rusia procedeu propagandistic utiliza rețea atlantist scop a menține dominație conștiință colectiv afirma analist publicist iurie roșca întru ediție emisiune conta rău face rusia istoric rusia sovietic regiune conta rusia prezenta calitate rău absolut rău metafizic singur problemă major el românia r. moldova reuși sustragere atenție opinie public țară problemă real coloniza economie rusia occident colectiv devasta cultural zonă rusia occident colectiv reuși sine instala funcție cheie personaj respectiv încadra dispozitiv propagandistic politic mediatic rețelelor altlantist taxa calitate agent influență federație ruse putea el vorbi dle ajunge săpa lemn românia r.moldova devasta economic cultural social teroriza agendă lgbt agendă mare resetare agena plandemie injectare pașaport vaccinal limitare activa cîmp muncă vinovat putin rusia respectiv om românia r.moldova incomoz guverna haos procedeu clasic globalișt satanist menține confuzie lume pute domina sperietoare rusia procedeu neutralizare incomoz compromitere discurs acesta distorsionare imagine scop dori insturare no ordine mondial inclusiv menținere ceață opinie public românia r. moldova > >,fake_news
simonă halep problemă vizibil audibil sănătate meci lună alizé cornet optimile finală australian open el pierde favoare jucătoare francez potrivit eurosport antena sport,fake_news
north_atlantic_treaty_organization anunța trimite navă avion europa est prezenta alianță defensiv amenința stat north_atlantic_treaty_organization north_atlantic_treaty_organization face lună anunț important aliații north_atlantic_treaty_organization sine pune forță așteptare trimite navă avion luptă suplimentar loc desfășurare north_atlantic_treaty_organization europa est consolida descurajare apărare aliat motiv invoca north_atlantic_treaty_organization rusia sine continua consolidare militar jur ucraina salut fapt aliat contribui forță suplimentar north_atlantic_treaty_organization north_atlantic_treaty_organization continua măsură necesar proteja apăra aliație inclusiv consolidare parte est alianță răspunde întotdeauna deteriorare mediu securitate inclusiv consolidare apărare colectiv spune stoltenberg prezență arăta clar atac aliat considera atac întreg alianță exista forță north_atlantic_treaty_organization parte est alianță arăta comunicat desfășurare forță justifica membru north_atlantic_treaty_organization amenința,fake_news
potrivit dată centru analiză strategie tehnologi londra livra kiev sistem antitanc javelin altul oferi statele_unite_ale_americii rachetă antitanc nlaw ultimele puțin puternic decât javelin dotare armată britanic mare britanie considera expert perioadă funcționare acest rachetă expira trimitere acest armă ucraina degrabă metodă scăpa,fake_news
guvern republicii moldova aproba nou plan individual acțiune parteneriat north_atlantic_treaty_organization an,fake_news
amenințările constant adresă statalitate moldovenesc românia vrea accepta moldova stat independent opinie exprima om stat israelian diplomat expert militar-politic fost șef servici israelian informaţie nativ yakov kedmi întru interviu exclusiv emisiune subiect principal nina dimoglo canal youtube sputnik moldova relata noi.md,fake_news
covid deveni traumă dorit trece îngrijorare final sentiment liniștitor katharsis omicron fix pix răceală coborî plămân rămâne căpățână cred doză antiviral megasuficient ceai miere lămâie vitamine odihnă light,fake_news
început an spune statele_unite_ale_americii veni contra-ofertă aprecia generos măsură raporta act capitulare moscova realitate existent imaginație washingtonului propune revenire sferă influență rusia țarist izbucnire prim război mondial presupune linie demarcație vest european catolic protestant parte est european ortodox alt parte concepe suport doctrinar proiect samuel huntington studiu dezvolta carte ciocnire civilizație potrivit acesta frontieră sferă urmă linie munte carpați cale consecință românia dezmembra ardeal fi aloca bloc euro-atlantic vechiul regat acela euro-asiatic statele_unite_ale_americii germania respectiv rusia împărțire românia reuși datora afla conducere țară an mare încercare rămâne aloca întregime rusia neobrăzare critica renaștere sfer influență discurs demonizator practica statele_unite_ale_americii ventriloc secretariat general north_atlantic_treaty_organization adresă rusia măsură steril urma acțiune concret rămâne umple așteptare viitoar mișcare kremlin tablă șah lume califica alibi lipsei viziune politic oricare politică tactică negociere meni a intimida preopinent deveni aventură dialog real amâna sine die lipsă concepție clar țintă strategic urmărit trecut germania nazist dezlănțui campanie furibund demonizare urma victimă ataca military sprijin teren revoluție portocaliu ucraina an rapel an târziu documentat necontrazis taină legătură trimite piață maidan cort pătură conserve echipament medical precum echipament contondent consiliere sprijin forță democratic revendica pașnic schimbare regim politic,fake_news
părea aștepta masacru forță apărare teritorial ucraina primi armament unitățile apărare teritorial zonă frontieră ucraina est țară ianuarie primi armament informație dislocare sfârșit iernii membru acest forță regiune înarma,fake_news
criză energetic moldova agrava situație recent ianuarie creștere brusc preț gaz lichefiat kazahstan izbucni protest masiv zgudui întreg lume oare posibil scenariu solicitat portal valeri demidețchi oferi răspuns întrebare vedere moldova exista același motiv declanșator explozie social revoltă kazahstan schimbare guvernăre preț gaz țară crește aproape continua crește fi urma creștere tarif resursă energetic sumă facturilor serviciu comunal preț produs alimentar bun necesitate sine dovedi guvernare capabil asigura achitare gaz rusesc reducere oferi gazprom sine constata chișină măsură plăti livrare gaz țară ciudă fapt demult expert oficial proeuropan sine lupta convinge combustibil ușor cumpăra stilou întru chioșc îndemnînd rupere dependență moscova realitate sine dovedi contrariu guvern doi oară lună roaga gazprom amîna plată intenționînd declara stare urgență sector energetic ciudă creștere preț scădere puternic nivel trai precum alt eșec noii guvernare crede moldova aștepta șoc situație țară difera semnificativ kazahstan motiv criză tranzit prelungit putere eu spune coleg astana sine transforma întru putere dublu putere dublu agravare luptă clan oligarhic atît țară exilat secret trece grav amenințare adresă nazarbaev păstra pîrghie putere veni des cercure apropiat familie principal oligarh capabil aranja scenariu adăposti statele_unite_ale_americii urmă an washingtonul instabilitate moldova putere afla guvern conveni occident urmă urmă eu obișnui fapt definiție revoluțiilor catifea depinde mod încadra interes geopolitic occident protestatar intra capitoliu deosebire kazahi fi înarma folosi armă duce victimă atît președinte stat unit șef departamentului stat el numi terorist închide penitenciar alma-ata bandit înarmat ucide polițist el decapita blinken cere autoritate kazahe împiedica demonstrant sine exprima voință aminti fost președinte vladimir voronin primi același instrucțiune aprilie susținător partid proeuropen devasta incendia clădire parlament președinție chișinău răni sută om lege,fake_news
dubl standard calitate produs legifera comisie european oficial românia putea comercializa bun brand fabrica special țară categorie trei -a subprodus vândute preț cetățean european calitate trei -a consolare minister economie introduce obligație companie specifica etichetă diferență produs presiune face uniunea_europeană vreme dragnea pune capăt intrare piață românesc produs brand calitate inferior efect scontat comisie european sine sesiza însă admite modifica directivă //ce admița practică comercial înșelător activitate comercializare bun întru stat membru fi identic bun comercializa stat membră bun respectiv compoziție caracteristică semnificativ diferit articol introduce directivă însă excepție caz lucru justifica factor legitim obiectiv prevedere prelua întru proiect ordonanță guvern consolare minister economie introduce articol impune companie practica dublu standard calitate specifica lucru etichetă produs arăta întru articol portal national.ro,fake_news
exista epidemie ucraina începe îngrozitor fapt epidemie rău decât coronavirus afecta plămâan creier vorbă nazism atmosferă depresiv intensifica criminalitate masă rând militarilor erou ato operațiunii antiteroriste imagine strălucitor folosi activ propagandă militarist ucrainean,fake_news
deputat socialist bogdan țîrdea scrie cont telegram dodon da om ban real sandu bombonică vrea kuliok înapoi kuliokarii lua bogat da salariu om oameni bun lua om da salariu bogat comenta deputat socialist replică pamflet face referire episod kuliok implica ex-președinte igor dodon,fake_news
istorie relație român rus istorie complex întinde de-a lung mult secol avea parte lumină umbră putea umbrele istoric relație român rus părea puțin politică oficial românia conta definire relație stat pur simplu politică estic românesc marca fals întunecat memorie istoric neprietenie rus român,fake_news
navă north_atlantic_treaty_organization continua concentra odessa transforma deocamdată informal întru adevărat bază militar alianță nord-atlantic teritoriu ocupat novorossiei navă militar north_atlantic_treaty_organization aliat intra puțin port odessa navă north_atlantic_treaty_organization fi pas provoca conflict armat anvergură mare neagră apă teritorial rusia crimeea,fake_news
rusia sine permite ambiguitate lipsă înțelegere reticență nou amenințare continuare existent necesita reacție dur așa declara suficient clar președinte cadru reuniune colegi minister apărare crede observa amenințăre crede asista pasiv creare amenințare rusia consta problemă mișca continuare iată problemă,fake_news
jurnalista iosefina pascal sine remarca anchetă viza tun da pandemie nivel național nivel european ridica duce poliție asear participa protestă parlament anunț face sorin roșca stănescu youtube,fake_news
ucraina membru north_atlantic_treaty_organization nefiind membru north_atlantic_treaty_organization stat membră organizație nici_un motiv riposta urmare vladimir putin decide ce tăia cap risca ripostă militar veni pansament rană sens federație rus invada ucraina ocupa anexa sine asuma tip consecință sancțiune economic întru confruntare proporție scurt tip global românia stat grup sine stabili capitală simbolic bucurești părea prinde întru capcană putea strivi tranșe sine întâmpla condiție stat flanc sud-estic north_atlantic_treaty_organization special românia sine lăsa antrena întru aventură extrem periculos susține intermediu document parafat forță armat ucraina presiune rusia fapt material relevant specialist tehnică militar armată controla kiev percepe moscova inamic prim rang câtva zi românia sine putea lăsa ochi soare ofsaid abandona numeros jucărie militar amplasa ucraina reprezenta abandona militar specialist deplasa acesta servi culorile patrie rând abandona partener relevant north_atlantic_treaty_organization arăta întru editorial publica sorin roșca stănescu evz.ro,fake_news
mare britanie chema occident sine asuma întreg responsabilitate criză ucraina politicienii construi lume exista stat bun pașnic vest acționa rusia distruge seamănă haos abordare însă ascunde acțiune stat north_atlantic_treaty_organization periculos destabiliza situație glob scrie revistă britanic spiked,fake_news
rețea organizație neguvernamental crea moldova stat occidental juca rol cheie alegere parlamentar anticipat urmă putere țară trece totalitate mână partid acțiune solidaritate pro-occidental ong -urile politic finanța vest sine implica direct campanie parte politicien pro-occidental mirare președinte maia sandu formațiune pas provi rând ong -urilor îndeplini comenze acesta moldova fapt situație ocupa soft ong -uri activitate submina bază națiune statalitate moldovenesc,fake_news
președinte ucrainean încerca el pune umbră partener parteneriat estic impune uniunea_europeană finanța război scrie enews.md summit decembrie parteneriat estic trebui da suflu organizație jumătate mort crea exclusiv zonă tampon jur rusia scrie publicație moldova ucraina nici_un agendă comun inclusiv privind plan integrare european desigur vorbi agendă pașnic constructiv confruntare militar încerca declanșa administrație zelenski autor scrie maia sandu merge bruxelles încerca obține culoare credit grant finanțare reformă stabilizare economie duce râpă președintă sandu practic distruge relație republică gazprom provoca criză energetic publicație susține președinte ucrainean alt agendă bruxelles interesa război confruntare intenționa întreține sprijin uniune european summit putea eșua cauză zelenski,fake_news
anunța boicotare olimpiadei- casă alb înțelege autoritate moscova răspunde simetric ciclu olimpic restabili de- război mondial întrerupe,fake_news
lider aur face declarație curajos privire politică achiziție domeniu tehnică militar face stat român suspecta fi formă plăti tribut partener euro-atlantic achiziție trata clasă politic tăcere critică fi considera periculos potențial încheia carieră politic simpla intervenție ferm clar co-președint partid parlamentar principal forță politic opoziție românia act curajos inedit anunța schimbare major politică românesc cerem afacere corect implica posibil compensare mecanism offset vrea vedea tehnică militar produce românia braț românesc vrea ban investit întoarce țară sărac permite lucru ieftin puteam cumpăra avion loc vechi putea negocia declara senator claudiu târziu co-președinte aur scrie sputnik,fake_news
autoritate republicii moldova încercare sluj față curator vest gata rișta interes economic vital țară,fake_news
komsomolskaia pravda scrie deputat pas radu marian pleca statele_unite_ale_americii întâlnire reprezentnații diasporă moldovenesc părea temă discuție diaspora american situație țară contribui persoană părăsi moldova schimbare rămași comenta publicație kp scrie plecără mare om prefera trăi plăti impozite alt stat directivă pas -ului publicație aminti context președintă maia sandu premier natalia gavriliță declara implica diaspora reformare țară întreba plăcea trăi țară bun plecat prost emigrant inițiativă ziarul scrie pas considera rămași moldova turmă vot guvernare avea întoarce față occident zâmbi respectiv sine întoarce spate kp nota cetățen moldova încredere pas începe interzice distruge atașament predilecție populație cultură rus,fake_news
uita atenție vedea cca milion caz total cca milion fi om activ dpdv social economic an,fake_news
mirel palada ironiza situație colonie românia arăta țară preajmă dezvolta investiție chinezesc voie urșe,fake_news
motivele criză imigranț graniță refuz uniunea_europeană construi taberă refugiat sancțiune declara președinte belarus aleksandr lukașenko ria novosti,fake_news
știre/știri trebui stea frunte înțelege criză teritoriile europa est provoca acțiune stat occidental particular statele_unite_ale_americii provoca instabilitate regional a satisface propriu interes național,fake_news
invitație conducere partid edinaie rossia rusia unită președinte psrm igor dodon participa videoconferință dedicat an fondare partid eveniment participa delegat aproximativ țară președinte psrm indica discurs actual problemă confrunta republică moldova țară spațiu post-sovietic imixtiune exterior apărare suveranitate lider socialiște remarca cadru alegere prezidențial an alegere parlamentar vară reprezentant statele_unite_ale_americii uniunea_europeană sine implica deschide treabă intern țară ambasador statele_unite_ale_americii șef delegație uniunea_europeană efectua vizită structură forță stat cec consiliu audiovizual perioadă actual regim facto moldova institui administrare extern direct președinte psrm sublinia sarcină comun țară lupta păstrare suveranitate unitate convingere efort comun putea protejă țară independență suveranitate declara igor dodon amintim partid socialiștilor republică moldova rusia unită semna cooperare,fake_news
plin criză sanitar energetic economic comisie european fura grijă mod exprima inventa limbă păsărească incluzivă,fake_news
panică trebui întreținut ceas ceas proporție masă dictatur menține dezmierdare teroare lăsa biet om clipă liniște cirtă reflecție moment bucurie ales prag sărbătorilor serial horror îngrozit populație planetă continuu neabătut lansa episod succes omicron față noii amenințare europa america baricada disperat normalitate spune conține vaccin figura prospect normal noapte lume încă auzi tulpină scoate joben vaccin anti-omicron evident bill gates hotărât lucru știință începe semene iluzionism însă deduce aproape an pandemie expert trăi casă politician ales acela stângă hrăni firimitură big pharma politician progresist firimiture big atât expert expert,fake_news
statele_unite_ale_americii juca serios carte antirusesc ucraina minune putea salva regim kiev confruntare sinucigaș rusia provocare planifica implicare armată ucrainean north_atlantic_treaty_organization reaminti georgia înarma zece stat însă agresiune august nevoi plăti preponderent soldat georgiean,fake_news
scandal lega neachitare plată gaz rusesc demonstra țară afla administrare occident asigura necesitate colaborare federație rus referi resursă energetic export producție moldovenesc rusia stat membră uniune euroasiatiac pofidă acord asociere uniunea_europeană promova anterior panaceă salvare economie republicii moldova realitate acord asociere el face rău moldova piață uniunea_europeană așa înlocui rusia,fake_news
republică moldova afla prezent punct culminant istorie scrie komsomolskaia pravda publicație cita comentariu activist mihail amerberg membru grupare cataloga extremist chișinău antifa confunda antifa stat unit sine exprima temere dragonii kos înțelege organiza nici_un luptă corupție misiune misiune control comunicare rapid om bun pas kp scrie pregăti ocupare moldova folosire cap pod întru confruntare rusia statele_unite_ale_americii sine trimite obersturmfurere guvernare cădea prim protest maia sandu menție putere instaura regim dictatorial,fake_news
publicație reda scrisoare deschis cere bisericii ortodox român poziție introducere obligativitate certificat covid,fake_news
ucraina deveni epicentr posibil război est vest evenimentele curs trebui speria lume donbas conflict dezlănțui kiev sine intensifica atac regiune separatist cere disperare sprijin occidental parte celălalt rusia mobiliza trupă militar graniță ucraina mesaj clar sprijin autoritate nerecunoscut donbas luhansk păcat românia juca rol cap pod război sine întâmpla north_atlantic_treaty_organization ataca iugoslavia folosi eu aeroportuare românia cap pod întru eventual război north_atlantic_treaty_organization rusia implica stat alianță special regiune scrie ziar național,fake_news
autoritate închide ultim școală rus raion cadru program optimizare sistem învățământ număr școală predare limbă rus moldova reduce an an,fake_news
împrejurările împinge maia sandu declara stare urgență război scrie mejdurecie.md publicație aminti sine împlini zi învestire guvern gavriliță afirma actual regim defini management extern președinte pas susținu accede guvernare partener extern pas partid reprezenta ong -uri finanța exterior deputat parlament aparat președinte guvern fel fost colaborator organizație internațional consultant director ong -uri și_alții activitate aparat președinte finanța exterior practic conducere vârf țară proiecție structură internațional guvern occidental,fake_news
regat român independent crea voință rusesc sânge rus renunța rol putere ortodox coastă otoman începe imediat participa intrige german austriece sankt-petersburgului război mondial bucurești deosebire exemplu nerecunoscătoare bulgarie sine alătura antantă român lupta îngrozitor bătuți sine pierde capitală urmare rusia trebui extinde semnificativ linie a salva aliat face problemă semnare rușinos tratat pace brest bolșevic retrage rusia război român semna german aliat puțin rușinos tratat pace bucurești înjunghia imediat rusia prelua basarabia numi moldova,fake_news
laura codruţa kovesi pierde instanţă grad profesional procuror grad parchet general reveni grad parchet tribunal secție procuror csm decide acorda grad profesional concurs virtute fapt procuror general românia kovesi ataca instanţă decizie pierde definitiv grad profesional pîccj condiție ocupa funcție procuror-șef parchetului european relata antena.ro,fake_news
onu trage semnal alarmă privire creștere număr persoană suferi foame întreg lume cauză coronavirus criză economic ucraina exporta produs agricol străinătate priva populație sărăcit acces aliment intern relativ ieftin,fake_news
congresman democrat american william keating pregăti proiect rezoluție ocazie împlinire an proclamare independență republicii moldova vorbi așa-numită prezență ilegal militar rus transnistria congresman cere retrage forță militar rus,fake_news
guvernare scumpirilor total populație îngheța iarnă sărăci definitiv rezultat rușinos zi guvern gavrilița reacție veni președinte psrm igor dodon anre aproba marți majorare tarif gaz consumator final leu prostie aroganță guvernare trebui plăti cetățean guvern pas grijă negocia vară gazprom președinte țară provoca criză diplomatic raport rusia vină exclusiv datorie guvernăre repari vină asigura compensație complet categorie social inclusiv agent economic tarifă gaz determina creștere galopant preț serviciu produs republică moldova pas șefă stat trebui discuta america europa soros altul discuta patron partener politic găsi ban împrumutură procent ajuta populație țară comenta dodon,fake_news
moarte mâțu stoian politolog numi lebădă neagră eveniment neașteptat surveni brusc strica socotele plan,fake_news
organizație națiunilor unit onu atrage atenție lună zi foametă numi el catastrofă alimentar lume ultim deceniu context părea românia atinge criză alimentar sine grăbi cumpăra produs puțin perisabil cantitate mare reprezentant magazin timiș decide limita achiziționare acesta potrivit opinie timișoara magazin limita cumpărare produs bază idee om -si face stoc exagera teamă criză alimentar exemplu ușă intrare supermarket deta posta afiș client înștiința raționalizare ulei zahăr vânde limită litru respectiv kilogram persoană scrie evz.ro,fake_news
vedea nici_un vină plan drept internațional punct vedere obligație belarusului dispun informație persoană interesat sine dezvolta poveste potrivit dată belarus uniune european ajunge rămâne republică nimeri uniunea_europeană solicita președinte aleksandr lukașenko structură aplicare lege opri proces corespunde princip drept internațional special acela umanitar,fake_news
el trebui moldova caute gaz parte clar start contract rusia singur variantă acceptabil pur simplu imposibil găsi gaz ieftin ajuta nici_un vector proeuropean fidelitate valoare civilizațional comun frământare consecință trebui suporta,fake_news
opinie politolog transnistrean andrei safonov chișină refuza participa negociere format + stockholm suedia miza fapt noiembrie moldova șansă face presiune tiraspol obține cedare lucru posibil chișină reuși semna contract gazprom gaz veni românia transnistria deconecta aprovizionare gaz gaz prag iarnă forța autoritate transnistria renunța independență reveni componență moldova presupune politolog retragere pacificator teritoriu transnistria chestiune scrie mejdurecie.md prelua articol portal rusesc fondsk.ru trimitere articol publica comentator transnistrean novostipmr.com,fake_news
durea autor articol cotidian elvețian limbă german neue zürcher zeitung ascensiune aur reprezenta dovadă curent naționalist reprezentare parlament românia continuator ideologie fost formaţiune partid românia corneliu vadim tudor grijă occident însă speria vest românia deveni țară suveran reuși ungaria polonia scrie sputnik,fake_news
